ocel:eid,ocel:timestamp,ocel:activity,ocel:type:case:concept:name,ocel:type:org:resource,ocel:type:case:repo
469,2019-04-16 06:10:59+00:00,referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/74/timeline'],['Javert899'],['pm4py/pm4py-core']
470,2019-04-16 06:17:05+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/74/timeline'],['Javert899'],['pm4py/pm4py-core']
488,2019-04-16 10:27:30+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/76/timeline'],['lsabi'],['pm4py/pm4py-core']
485,2019-04-16 12:11:27+00:00,referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/75/timeline'],['Javert899'],['pm4py/pm4py-core']
489,2019-04-16 12:47:20+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/76/timeline'],['Javert899'],['pm4py/pm4py-core']
490,2019-04-16 12:47:21+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/76/timeline'],['Javert899'],['pm4py/pm4py-core']
491,2019-04-16 13:00:08+00:00,head_ref_deleted,['https://api.github.com/repos/pm4py/pm4py-core/issues/76/timeline'],['lsabi'],['pm4py/pm4py-core']
471,2019-04-17 05:47:07+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/74/timeline'],['carvalhomb'],['pm4py/pm4py-core']
472,2019-04-17 05:47:07+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/74/timeline'],['carvalhomb'],['pm4py/pm4py-core']
492,2019-04-17 06:37:09+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/77/timeline'],['alexsee'],['pm4py/pm4py-core']
493,2019-04-17 08:37:41+00:00,renamed,['https://api.github.com/repos/pm4py/pm4py-core/issues/77/timeline'],['alexsee'],['pm4py/pm4py-core']
486,2019-04-17 14:02:10+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/75/timeline'],['Javert899'],['pm4py/pm4py-core']
494,2019-04-17 14:03:42+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/77/timeline'],['Javert899'],['pm4py/pm4py-core']
496,2019-05-17 13:35:39+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/78/timeline'],['Javert899'],['pm4py/pm4py-core']
497,2019-05-17 13:35:39+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/78/timeline'],['Javert899'],['pm4py/pm4py-core']
467,2019-05-17 13:57:52+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/73/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
487,2019-05-17 13:58:21+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/75/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
495,2019-05-17 13:58:49+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/77/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
498,2019-05-18 11:35:40+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/78/timeline'],['Javert899'],['pm4py/pm4py-core']
499,2019-05-18 11:35:40+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/78/timeline'],['Javert899'],['pm4py/pm4py-core']
500,2019-05-22 16:47:49+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/79/timeline'],['lsabi'],['pm4py/pm4py-core']
501,2019-05-22 16:59:53+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/79/timeline'],['lsabi'],['pm4py/pm4py-core']
505,2019-05-23 09:06:37+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/80/timeline'],['ghost'],['pm4py/pm4py-core']
506,2019-05-23 09:50:18+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/80/timeline'],['Javert899'],['pm4py/pm4py-core']
502,2019-05-23 10:49:20+00:00,referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/79/timeline'],['Javert899'],['pm4py/pm4py-core']
508,2019-05-23 11:07:16+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/81/timeline'],['Javert899'],['pm4py/pm4py-core']
509,2019-05-23 11:07:29+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/81/timeline'],['Javert899'],['pm4py/pm4py-core']
503,2019-05-23 11:09:54+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/79/timeline'],['Javert899'],['pm4py/pm4py-core']
504,2019-05-23 11:09:54+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/79/timeline'],['Javert899'],['pm4py/pm4py-core']
511,2019-05-24 15:26:11+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/82/timeline'],['Javert899'],['pm4py/pm4py-core']
512,2019-05-27 12:52:41+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/82/timeline'],['Javert899'],['pm4py/pm4py-core']
514,2019-06-03 08:07:36+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/83/timeline'],['lsabi'],['pm4py/pm4py-core']
507,2019-06-03 12:53:32+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/80/timeline'],['Javert899'],['pm4py/pm4py-core']
510,2019-06-03 12:53:42+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/81/timeline'],['Javert899'],['pm4py/pm4py-core']
513,2019-06-03 12:53:50+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/82/timeline'],['Javert899'],['pm4py/pm4py-core']
517,2019-06-09 20:07:47+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/84/timeline'],['lschade'],['pm4py/pm4py-core']
518,2019-06-09 20:11:17+00:00,cross-referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/84/timeline'],['lschade'],['pm4py/pm4py-core']
522,2019-06-09 20:11:17+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/85/timeline'],['lschade'],['pm4py/pm4py-core']
523,2019-06-10 09:49:21+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/85/timeline'],['Javert899'],['pm4py/pm4py-core']
519,2019-06-10 09:49:22+00:00,referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/84/timeline'],['Javert899'],['pm4py/pm4py-core']
524,2019-06-10 09:49:22+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/85/timeline'],['Javert899'],['pm4py/pm4py-core']
520,2019-06-10 10:01:35+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/84/timeline'],['Javert899'],['pm4py/pm4py-core']
525,2019-06-10 10:06:49+00:00,head_ref_deleted,['https://api.github.com/repos/pm4py/pm4py-core/issues/85/timeline'],['lschade'],['pm4py/pm4py-core']
521,2019-06-10 15:06:55+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/84/timeline'],['lschade'],['pm4py/pm4py-core']
526,2019-06-11 14:35:18+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/86/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
527,2019-06-11 14:35:25+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/86/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
533,2019-06-11 14:36:10+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/87/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
528,2019-06-11 14:36:12+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/86/timeline'],['Javert899'],['pm4py/pm4py-core']
534,2019-06-11 14:36:21+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/87/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
535,2019-06-12 05:14:45+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/87/timeline'],['Javert899'],['pm4py/pm4py-core']
529,2019-06-12 05:16:24+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/86/timeline'],['Javert899'],['pm4py/pm4py-core']
536,2019-06-12 15:04:28+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/87/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
537,2019-06-12 15:04:28+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/87/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
530,2019-06-12 15:06:52+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/86/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
531,2019-06-12 15:11:24+00:00,referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/86/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
532,2019-06-12 15:16:00+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/86/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
538,2019-06-17 21:15:18+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/88/timeline'],['ackjake'],['pm4py/pm4py-core']
539,2019-06-18 07:52:44+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/88/timeline'],['Javert899'],['pm4py/pm4py-core']
547,2019-06-19 11:24:46+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/89/timeline'],['japeberg'],['pm4py/pm4py-core']
548,2019-06-19 13:54:07+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/89/timeline'],['japeberg'],['pm4py/pm4py-core']
549,2019-06-19 13:54:07+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/89/timeline'],['japeberg'],['pm4py/pm4py-core']
550,2019-06-21 15:58:56+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/90/timeline'],['lsabi'],['pm4py/pm4py-core']
540,2019-06-22 08:50:35+00:00,subscribed,['https://api.github.com/repos/pm4py/pm4py-core/issues/88/timeline'],['Javert899'],['pm4py/pm4py-core']
541,2019-06-22 08:50:35+00:00,mentioned,['https://api.github.com/repos/pm4py/pm4py-core/issues/88/timeline'],['Javert899'],['pm4py/pm4py-core']
542,2019-06-22 08:50:35+00:00,subscribed,['https://api.github.com/repos/pm4py/pm4py-core/issues/88/timeline'],['ackjake'],['pm4py/pm4py-core']
543,2019-06-22 08:50:35+00:00,mentioned,['https://api.github.com/repos/pm4py/pm4py-core/issues/88/timeline'],['ackjake'],['pm4py/pm4py-core']
544,2019-06-22 08:50:35+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/88/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
551,2019-06-22 08:51:29+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/90/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
552,2019-06-22 08:51:32+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/90/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
545,2019-06-22 08:51:45+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/88/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
559,2019-06-22 08:54:48+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/91/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
560,2019-06-22 08:54:58+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/91/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
563,2019-06-22 13:37:47+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/92/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
564,2019-06-22 13:38:04+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/92/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
565,2019-06-22 13:38:04+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/92/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
553,2019-06-23 06:19:12+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/90/timeline'],['Javert899'],['pm4py/pm4py-core']
554,2019-06-23 06:26:45+00:00,referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/90/timeline'],['Javert899'],['pm4py/pm4py-core']
555,2019-06-23 06:27:57+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/90/timeline'],['Javert899'],['pm4py/pm4py-core']
556,2019-06-23 10:29:19+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/90/timeline'],['lsabi'],['pm4py/pm4py-core']
566,2019-06-27 14:48:53+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/93/timeline'],['Javert899'],['pm4py/pm4py-core']
567,2019-06-27 15:22:38+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/93/timeline'],['Javert899'],['pm4py/pm4py-core']
570,2019-06-30 18:57:54+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/94/timeline'],['Rizzey'],['pm4py/pm4py-core']
571,2019-07-01 05:49:25+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/94/timeline'],['Javert899'],['pm4py/pm4py-core']
568,2019-07-01 06:01:28+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/93/timeline'],['Javert899'],['pm4py/pm4py-core']
569,2019-07-01 06:01:28+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/93/timeline'],['Javert899'],['pm4py/pm4py-core']
557,2019-07-01 06:01:43+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/90/timeline'],['Javert899'],['pm4py/pm4py-core']
558,2019-07-01 06:01:43+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/90/timeline'],['Javert899'],['pm4py/pm4py-core']
515,2019-07-01 06:05:07+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/83/timeline'],['Javert899'],['pm4py/pm4py-core']
516,2019-07-01 07:07:48+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/83/timeline'],['lsabi'],['pm4py/pm4py-core']
572,2019-07-01 18:47:03+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/94/timeline'],['Rizzey'],['pm4py/pm4py-core']
573,2019-07-01 18:47:03+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/94/timeline'],['Rizzey'],['pm4py/pm4py-core']
574,2019-07-01 20:06:19+00:00,cross-referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/94/timeline'],['Rizzey'],['pm4py/pm4py-core']
575,2019-07-01 20:06:19+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/95/timeline'],['Rizzey'],['pm4py/pm4py-core']
583,2019-07-04 12:59:07+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/96/timeline'],['bcourbon'],['pm4py/pm4py-core']
584,2019-07-05 13:51:35+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/96/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
576,2019-07-05 14:06:04+00:00,referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/95/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
577,2019-07-05 14:06:48+00:00,subscribed,['https://api.github.com/repos/pm4py/pm4py-core/issues/95/timeline'],['Rizzey'],['pm4py/pm4py-core']
578,2019-07-05 14:06:48+00:00,mentioned,['https://api.github.com/repos/pm4py/pm4py-core/issues/95/timeline'],['Rizzey'],['pm4py/pm4py-core']
579,2019-07-05 14:06:48+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/95/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
580,2019-07-05 14:06:48+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/95/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
581,2019-07-05 14:08:10+00:00,referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/95/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
585,2019-07-08 07:34:02+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/96/timeline'],['bcourbon'],['pm4py/pm4py-core']
582,2019-07-09 11:25:39+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/95/timeline'],['Javert899'],['pm4py/pm4py-core']
587,2019-07-25 13:35:49+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/97/timeline'],['MehdiGol'],['pm4py/pm4py-core']
588,2019-07-25 13:36:09+00:00,renamed,['https://api.github.com/repos/pm4py/pm4py-core/issues/97/timeline'],['MehdiGol'],['pm4py/pm4py-core']
589,2019-07-25 13:36:33+00:00,renamed,['https://api.github.com/repos/pm4py/pm4py-core/issues/97/timeline'],['MehdiGol'],['pm4py/pm4py-core']
590,2019-07-25 13:39:47+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/97/timeline'],['Javert899'],['pm4py/pm4py-core']
591,2019-07-25 13:43:25+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/97/timeline'],['MehdiGol'],['pm4py/pm4py-core']
592,2019-07-27 10:55:15+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/97/timeline'],['Javert899'],['pm4py/pm4py-core']
546,2019-07-27 10:55:40+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/88/timeline'],['Javert899'],['pm4py/pm4py-core']
595,2019-07-29 13:41:44+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/98/timeline'],['dmpe'],['pm4py/pm4py-core']
596,2019-07-29 15:00:42+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/98/timeline'],['Javert899'],['pm4py/pm4py-core']
586,2019-07-30 08:03:23+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/96/timeline'],['bcourbon'],['pm4py/pm4py-core']
597,2019-07-30 08:06:28+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/98/timeline'],['Javert899'],['pm4py/pm4py-core']
598,2019-07-30 08:40:32+00:00,subscribed,['https://api.github.com/repos/pm4py/pm4py-core/issues/98/timeline'],['Javert899'],['pm4py/pm4py-core']
599,2019-07-30 08:40:32+00:00,mentioned,['https://api.github.com/repos/pm4py/pm4py-core/issues/98/timeline'],['Javert899'],['pm4py/pm4py-core']
600,2019-07-30 08:40:32+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/98/timeline'],['dmpe'],['pm4py/pm4py-core']
601,2019-07-30 08:40:32+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/98/timeline'],['dmpe'],['pm4py/pm4py-core']
593,2019-08-14 07:00:39+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/97/timeline'],['Javert899'],['pm4py/pm4py-core']
602,2019-08-21 08:20:17+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/99/timeline'],['Javert899'],['pm4py/pm4py-core']
603,2019-08-21 08:20:17+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/99/timeline'],['Javert899'],['pm4py/pm4py-core']
604,2019-08-30 07:18:40+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/99/timeline'],['Javert899'],['pm4py/pm4py-core']
605,2019-08-30 07:31:07+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/99/timeline'],['Javert899'],['pm4py/pm4py-core']
606,2019-08-30 07:34:45+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/99/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
607,2019-09-04 13:03:27+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/100/timeline'],['Abercus'],['pm4py/pm4py-core']
612,2019-09-10 14:32:51+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/101/timeline'],['BoltMaud'],['pm4py/pm4py-core']
616,2019-09-11 08:54:22+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/102/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
618,2019-09-11 09:26:54+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/103/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
617,2019-09-11 09:27:54+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/102/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
619,2019-09-11 14:13:31+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/103/timeline'],['Javert899'],['pm4py/pm4py-core']
620,2019-09-11 14:13:31+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/103/timeline'],['Javert899'],['pm4py/pm4py-core']
613,2019-09-11 14:19:08+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/101/timeline'],['Javert899'],['pm4py/pm4py-core']
614,2019-09-11 14:19:08+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/101/timeline'],['Javert899'],['pm4py/pm4py-core']
608,2019-09-11 14:20:27+00:00,referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/100/timeline'],['Javert899'],['pm4py/pm4py-core']
621,2019-09-11 15:41:15+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/104/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
622,2019-09-11 15:41:32+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/104/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
623,2019-09-11 15:42:11+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/105/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
626,2019-09-12 14:14:53+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/106/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
627,2019-09-12 14:21:59+00:00,renamed,['https://api.github.com/repos/pm4py/pm4py-core/issues/106/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
624,2019-09-13 08:18:11+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/105/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
625,2019-09-13 08:18:11+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/105/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
628,2019-09-13 08:18:28+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/106/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
629,2019-09-13 08:18:28+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/106/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
630,2019-09-13 09:59:18+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/107/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
631,2019-09-13 09:59:28+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/107/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
632,2019-09-13 09:59:29+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/107/timeline'],['fit-daniel-schuster'],['pm4py/pm4py-core']
633,2019-09-13 10:13:30+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/108/timeline'],['13bmartens'],['pm4py/pm4py-core']
634,2019-09-13 11:04:37+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/108/timeline'],['Javert899'],['pm4py/pm4py-core']
635,2019-09-13 11:23:02+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/108/timeline'],['13bmartens'],['pm4py/pm4py-core']
636,2019-09-13 11:23:02+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/108/timeline'],['13bmartens'],['pm4py/pm4py-core']
609,2019-09-24 15:14:21+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/100/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
610,2019-09-24 15:14:34+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/100/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
637,2019-10-01 14:10:04+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/109/timeline'],['marcopegoraro'],['pm4py/pm4py-core']
638,2019-10-01 14:54:18+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/109/timeline'],['Javert899'],['pm4py/pm4py-core']
639,2019-10-01 14:54:18+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/109/timeline'],['Javert899'],['pm4py/pm4py-core']
640,2019-10-01 15:39:30+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/110/timeline'],['marcopegoraro'],['pm4py/pm4py-core']
641,2019-10-02 05:32:01+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/110/timeline'],['Javert899'],['pm4py/pm4py-core']
642,2019-10-02 05:32:01+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/110/timeline'],['Javert899'],['pm4py/pm4py-core']
643,2019-10-03 15:25:08+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/111/timeline'],['marcopegoraro'],['pm4py/pm4py-core']
611,2019-10-04 13:19:13+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/100/timeline'],['Javert899'],['pm4py/pm4py-core']
644,2019-10-05 10:05:37+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/111/timeline'],['Javert899'],['pm4py/pm4py-core']
645,2019-10-05 10:05:37+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/111/timeline'],['Javert899'],['pm4py/pm4py-core']
646,2019-10-07 08:40:13+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/112/timeline'],['sergkuzn'],['pm4py/pm4py-core']
650,2019-10-08 14:58:35+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/113/timeline'],['marcopegoraro'],['pm4py/pm4py-core']
651,2019-10-10 05:30:02+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/113/timeline'],['Javert899'],['pm4py/pm4py-core']
652,2019-10-10 05:30:02+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/113/timeline'],['Javert899'],['pm4py/pm4py-core']
647,2019-10-10 05:41:32+00:00,referenced,['https://api.github.com/repos/pm4py/pm4py-core/issues/112/timeline'],['Javert899'],['pm4py/pm4py-core']
648,2019-10-10 06:01:28+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/112/timeline'],['Javert899'],['pm4py/pm4py-core']
653,2019-10-10 06:04:12+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/114/timeline'],['Javert899'],['pm4py/pm4py-core']
658,2019-10-10 12:50:17+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/115/timeline'],['Sleeplessprodigy'],['pm4py/pm4py-core']
659,2019-10-14 11:23:35+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/115/timeline'],['Sleeplessprodigy'],['pm4py/pm4py-core']
661,2019-10-15 16:03:17+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/116/timeline'],['marcopegoraro'],['pm4py/pm4py-core']
664,2019-10-16 13:12:21+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/117/timeline'],['seanlaw'],['pm4py/pm4py-core']
665,2019-10-16 13:27:50+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/117/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
666,2019-10-16 13:30:42+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/117/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
667,2019-10-16 14:29:37+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/117/timeline'],['fit-alessandro-berti'],['pm4py/pm4py-core']
