ocel:eid,ocel:timestamp,ocel:activity,ocel:type:case:concept:name,ocel:type:org:resource,ocel:type:case:repo
0,2018-08-24 12:03:19+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/1/timeline'],['Javert899'],['pm4py/pm4py-core']
8,2018-09-03 15:29:33+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/2/timeline'],['fmannhardt'],['pm4py/pm4py-core']
9,2018-09-12 07:15:13+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/2/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
13,2018-09-13 11:42:48+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/3/timeline'],['edugonza'],['pm4py/pm4py-core']
16,2018-09-13 11:49:34+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/4/timeline'],['edugonza'],['pm4py/pm4py-core']
17,2018-09-14 13:42:41+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/4/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
18,2018-09-14 13:42:41+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/4/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
14,2018-10-02 11:27:48+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/3/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
15,2018-10-02 11:28:03+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/3/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
19,2018-10-02 11:29:54+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/5/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
20,2018-10-02 11:29:54+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/5/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
21,2018-10-02 11:29:55+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/5/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
22,2018-10-02 11:29:55+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/5/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
23,2018-10-02 11:29:55+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/5/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
29,2018-10-03 14:23:48+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/6/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
30,2018-10-03 14:23:48+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/6/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
31,2018-10-03 14:23:48+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/6/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
32,2018-10-03 14:23:49+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/6/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
10,2018-10-03 14:24:08+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/2/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
38,2018-10-03 15:22:57+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/7/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
39,2018-10-03 15:23:05+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/7/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
40,2018-10-03 15:23:14+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/7/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
41,2018-10-03 15:23:20+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/7/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
1,2018-10-03 15:27:05+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/1/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
2,2018-10-03 15:27:11+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/1/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
3,2018-10-03 15:30:28+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/1/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
4,2018-10-03 15:30:34+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/1/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
42,2018-10-03 15:31:03+00:00,renamed,['https://api.github.com/repos/pm4py/pm4py-core/issues/7/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
43,2018-10-03 15:31:10+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/7/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
24,2018-10-03 15:31:24+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/5/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
25,2018-10-03 15:31:26+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/5/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
33,2018-10-03 15:31:43+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/6/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
34,2018-10-03 15:31:49+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/6/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
46,2018-10-24 15:10:35+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/8/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
47,2018-10-24 15:11:26+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/8/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
48,2018-10-24 15:11:26+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/8/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
49,2018-10-26 08:07:21+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/9/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
50,2018-10-26 08:07:37+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/9/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
51,2018-10-26 08:07:37+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/9/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
52,2018-10-26 08:09:27+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/10/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
53,2018-10-26 08:09:27+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/10/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
54,2018-10-26 08:09:27+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/10/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
55,2018-10-26 08:09:28+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/10/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
56,2018-10-26 08:09:28+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/10/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
61,2018-10-31 09:41:20+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/11/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
62,2018-10-31 09:41:20+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/11/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
63,2018-10-31 09:41:20+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/11/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
64,2018-10-31 09:41:20+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/11/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
65,2018-10-31 09:41:20+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/11/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
66,2018-10-31 09:41:20+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/11/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
67,2018-10-31 09:41:20+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/11/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
57,2018-10-31 10:27:25+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/10/timeline'],['Javert899'],['pm4py/pm4py-core']
71,2018-10-31 14:26:21+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/12/timeline'],['serkserk'],['pm4py/pm4py-core']
72,2018-10-31 14:59:38+00:00,renamed,['https://api.github.com/repos/pm4py/pm4py-core/issues/12/timeline'],['serkserk'],['pm4py/pm4py-core']
73,2018-10-31 16:26:36+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/12/timeline'],['Javert899'],['pm4py/pm4py-core']
5,2018-10-31 16:33:18+00:00,moved_columns_in_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/1/timeline'],['Javert899'],['pm4py/pm4py-core']
6,2018-10-31 16:33:18+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/1/timeline'],['Javert899'],['pm4py/pm4py-core']
7,2018-10-31 16:33:18+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/1/timeline'],['Javert899'],['pm4py/pm4py-core']
26,2018-10-31 16:36:42+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/5/timeline'],['Javert899'],['pm4py/pm4py-core']
74,2018-10-31 16:39:08+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/12/timeline'],['serkserk'],['pm4py/pm4py-core']
75,2018-10-31 16:39:11+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/12/timeline'],['serkserk'],['pm4py/pm4py-core']
58,2018-11-01 09:30:15+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/10/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
76,2018-11-01 09:38:26+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/13/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
77,2018-11-01 09:38:54+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/13/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
78,2018-11-01 09:38:54+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/13/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
59,2018-11-01 09:46:05+00:00,moved_columns_in_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/10/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
60,2018-11-01 09:46:05+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/10/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
79,2018-11-01 10:03:24+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/14/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
80,2018-11-01 10:03:24+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/14/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
81,2018-11-01 10:03:25+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/14/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
82,2018-11-01 10:03:25+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/14/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
83,2018-11-01 10:03:25+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/14/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
84,2018-11-01 10:44:23+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/14/timeline'],['Javert899'],['pm4py/pm4py-core']
85,2018-11-01 11:08:40+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/14/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
88,2018-11-01 11:09:22+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/15/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
89,2018-11-01 11:09:37+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/15/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
90,2018-11-01 11:09:37+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/15/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
86,2018-11-01 11:15:29+00:00,moved_columns_in_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/14/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
87,2018-11-01 11:15:29+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/14/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
91,2018-11-04 10:08:02+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/16/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
92,2018-11-04 10:08:02+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/16/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
93,2018-11-04 10:08:02+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/16/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
94,2018-11-04 10:08:02+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/16/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
95,2018-11-04 10:08:02+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/16/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
96,2018-11-04 10:13:16+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/16/timeline'],['Javert899'],['pm4py/pm4py-core']
97,2018-11-04 14:00:46+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/16/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
98,2018-11-06 11:08:34+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/16/timeline'],['Javert899'],['pm4py/pm4py-core']
68,2018-11-07 07:07:44+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/11/timeline'],['Javert899'],['pm4py/pm4py-core']
101,2018-11-07 17:21:43+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/17/timeline'],['FrankBGao'],['pm4py/pm4py-core']
102,2018-11-07 17:23:13+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/17/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
103,2018-11-07 17:23:15+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/17/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
104,2018-11-07 17:23:19+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/17/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
105,2018-11-07 17:23:21+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/17/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
106,2018-11-08 09:47:31+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/17/timeline'],['Javert899'],['pm4py/pm4py-core']
109,2018-11-15 17:36:36+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/18/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
110,2018-11-15 17:36:44+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/18/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
111,2018-11-15 17:36:44+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/18/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
99,2018-11-21 09:06:34+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/16/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
100,2018-11-21 09:06:35+00:00,moved_columns_in_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/16/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
107,2018-11-21 09:06:46+00:00,moved_columns_in_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/17/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
108,2018-11-21 09:06:46+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/17/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
112,2018-11-21 09:21:08+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/19/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
113,2018-11-21 09:21:08+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/19/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
114,2018-11-21 09:21:08+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/19/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
115,2018-11-21 09:21:08+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/19/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
119,2018-11-21 09:43:18+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/20/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
120,2018-11-21 09:43:18+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/20/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
121,2018-11-21 09:43:19+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/20/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
122,2018-11-21 09:43:19+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/20/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
126,2018-11-21 09:45:24+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/21/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
127,2018-11-21 09:45:24+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/21/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
128,2018-11-21 09:45:24+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/21/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
129,2018-11-21 09:45:24+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/21/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
130,2018-11-21 09:45:24+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/21/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
134,2018-12-06 08:47:36+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/22/timeline'],['mbafrani'],['pm4py/pm4py-core']
137,2018-12-31 15:13:49+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['Luttik'],['pm4py/pm4py-core']
138,2019-01-01 11:53:19+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['Javert899'],['pm4py/pm4py-core']
139,2019-01-01 12:05:30+00:00,subscribed,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['Javert899'],['pm4py/pm4py-core']
140,2019-01-01 12:05:30+00:00,mentioned,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['Javert899'],['pm4py/pm4py-core']
141,2019-01-01 12:05:30+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['Luttik'],['pm4py/pm4py-core']
142,2019-01-01 15:57:55+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['Javert899'],['pm4py/pm4py-core']
143,2019-01-03 11:48:24+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['Luttik'],['pm4py/pm4py-core']
144,2019-01-03 12:05:01+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['Luttik'],['pm4py/pm4py-core']
145,2019-01-03 12:14:05+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['Javert899'],['pm4py/pm4py-core']
146,2019-01-03 12:31:26+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['Luttik'],['pm4py/pm4py-core']
149,2019-01-03 14:03:29+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/24/timeline'],['hadisotudeh'],['pm4py/pm4py-core']
150,2019-01-04 06:53:51+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/24/timeline'],['Javert899'],['pm4py/pm4py-core']
151,2019-01-04 18:02:13+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/24/timeline'],['hadisotudeh'],['pm4py/pm4py-core']
152,2019-01-05 12:02:49+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/24/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
27,2019-01-05 12:03:56+00:00,moved_columns_in_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/5/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
28,2019-01-05 12:03:56+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/5/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
147,2019-01-06 12:40:58+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['Javert899'],['pm4py/pm4py-core']
123,2019-01-08 10:25:44+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/20/timeline'],['Javert899'],['pm4py/pm4py-core']
131,2019-01-08 10:56:04+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/21/timeline'],['Javert899'],['pm4py/pm4py-core']
116,2019-01-08 11:09:16+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/19/timeline'],['Javert899'],['pm4py/pm4py-core']
135,2019-01-08 11:17:59+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/22/timeline'],['Javert899'],['pm4py/pm4py-core']
136,2019-01-08 12:32:18+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/22/timeline'],['Javert899'],['pm4py/pm4py-core']
124,2019-01-08 12:32:30+00:00,moved_columns_in_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/20/timeline'],['Javert899'],['pm4py/pm4py-core']
125,2019-01-08 12:32:30+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/20/timeline'],['Javert899'],['pm4py/pm4py-core']
117,2019-01-08 12:32:51+00:00,moved_columns_in_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/19/timeline'],['Javert899'],['pm4py/pm4py-core']
118,2019-01-08 12:32:51+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/19/timeline'],['Javert899'],['pm4py/pm4py-core']
132,2019-01-08 13:41:29+00:00,moved_columns_in_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/21/timeline'],['Javert899'],['pm4py/pm4py-core']
133,2019-01-08 13:41:29+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/21/timeline'],['Javert899'],['pm4py/pm4py-core']
69,2019-01-08 13:41:59+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/11/timeline'],['Javert899'],['pm4py/pm4py-core']
70,2019-01-08 13:42:00+00:00,moved_columns_in_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/11/timeline'],['Javert899'],['pm4py/pm4py-core']
153,2019-01-09 10:26:56+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/25/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
154,2019-01-09 10:27:08+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/25/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
155,2019-01-09 10:27:08+00:00,merged,['https://api.github.com/repos/pm4py/pm4py-core/issues/25/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
156,2019-01-09 10:27:18+00:00,head_ref_deleted,['https://api.github.com/repos/pm4py/pm4py-core/issues/25/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
157,2019-01-09 11:11:10+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/26/timeline'],['msildatke'],['pm4py/pm4py-core']
158,2019-01-09 12:12:03+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/26/timeline'],['Javert899'],['pm4py/pm4py-core']
159,2019-01-10 08:27:50+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/26/timeline'],['Javert899'],['pm4py/pm4py-core']
160,2019-01-10 15:03:01+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/26/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
161,2019-01-10 16:42:22+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/27/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
162,2019-01-10 16:42:25+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/27/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
163,2019-01-10 16:42:30+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/27/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
164,2019-01-10 16:42:34+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/27/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
165,2019-01-13 16:10:13+00:00,moved_columns_in_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/27/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
166,2019-01-13 16:10:13+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/27/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
167,2019-01-13 16:10:13+00:00,commented,['https://api.github.com/repos/pm4py/pm4py-core/issues/27/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
148,2019-01-18 13:30:01+00:00,closed,['https://api.github.com/repos/pm4py/pm4py-core/issues/23/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
168,2019-01-18 13:32:07+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/28/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
169,2019-01-18 13:32:18+00:00,labeled,['https://api.github.com/repos/pm4py/pm4py-core/issues/28/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
170,2019-01-18 13:32:25+00:00,added_to_project,['https://api.github.com/repos/pm4py/pm4py-core/issues/28/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
171,2019-01-18 13:32:35+00:00,milestoned,['https://api.github.com/repos/pm4py/pm4py-core/issues/28/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
172,2019-01-18 13:32:42+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/28/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
173,2019-01-18 13:32:42+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/28/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
177,2019-01-18 13:42:02+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/29/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
179,2019-01-18 13:59:43+00:00,created,['https://api.github.com/repos/pm4py/pm4py-core/issues/30/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
180,2019-01-18 13:59:48+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/30/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
181,2019-01-18 13:59:51+00:00,assigned,['https://api.github.com/repos/pm4py/pm4py-core/issues/30/timeline'],['s-j-v-zelst'],['pm4py/pm4py-core']
